0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Rooms available.
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Rooms available.
,,Number of rooms,Number of rooms,Number of rooms,Units,,6452,7161,7415,7726,9290,9290,9002,8451,8915,8555,9236,9113,9429,9259,8719,8719,8844,8285,8443,8051,8819,8904,9244,8883,8617,8506,8342,1/ Rooms available.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Rooms available.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,1/,87.00,85.00,82.00,67.00,61.00,63.00,58.00,57.00,54.00,58.00,63.00,60.00,68.00,64.00,60.00,70.00,70.00,..,..,75.00,76.30,83.40,84.20,86.50,89.50,43.60,45.10,1/ Rooms available.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Rooms available.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,3.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Rooms available.
GUATEMALA,GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Todos los  establecimientos de alojamiento inscritos en INGUAT.
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,2382,2574,2640,2611,2620,2689,2690,2778,2625,2718,3135,3221,3315,3379,3441,3372,1/ Todos los  establecimientos de alojamiento inscritos en INGUAT.
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,12033,13113,13854,14744,15378,16230,16595,17313,17519,17570,19357,39832,42726,43708,44451,43876,44821,45185,46797,44056,45228,51883,53754,55735,56996,58245,57514,1/ Todos los  establecimientos de alojamiento inscritos en INGUAT.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,1/,30221,33120,35707,37863,40077,41745,43357,44421,44579,44883,51955,97301,105242,109067,110795,110681,114691,115663,119778,115447,120020,136792,142640,149918,153331,157604,155407,1/ Todos los  establecimientos de alojamiento inscritos en INGUAT.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,71.40,61.20,63.40,37.57,38.24,39.25,39.90,40.75,41.74,43.12,44.39,46.18,47.63,48.01,43.27,47.01,48.32,52.20,55.06,57.04,58.63,61.90,62.30,63.11,63.43,20.23,29.56,1/ Todos los  establecimientos de alojamiento inscritos en INGUAT.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Todos los  establecimientos de alojamiento inscritos en INGUAT.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,4.00,..,..,..,..,..,..,..,..,..,..,7.10,7.60,1.16,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Todos los  establecimientos de alojamiento inscritos en INGUAT.
GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,370,..,..,372,372,376,376,392,402,410,411,417,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,..,..,2287,2409,3115,3533,3594,3533,3747,3886,..,4495,..,..,..,..,..,..,4719,4908,5052,5239,5539,..,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,..,..,4518,4658,..,5394,..,..,..,..,..,..,5805,5966,6123,6310,6700,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,70.00,70.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,3.00,3.00,..,..,..,3.80,8.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
GUINEA-BISSAU,GUINEA-BISSAU,GUINEA-BISSAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,..,..,..,..,..,..,..,..,..,3533,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,..,..,..,4240,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
GUYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,639,639,730,730,730,730,..,..,..,..,..,1716,2191,2223,2305,2423,2488,2537,2571,2643,2908,3300,3338,3623,3422,3422,3522,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
HAITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,1758,1758,1758,1758,1758,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,9.60,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,405,446,488,533,558,608,727,785,846,871,908,928,949,..,..,..,..,..,..,1071,1091,1081,1175,1178,1178,1776,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,10022,10772,11428,12205,12891,13943,15906,17178,18590,19519,20453,21015,19583,..,..,..,..,..,..,20106,20344,23097,24282,24169,24169,30728,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,16979,18264,19542,20910,20086,22309,24841,27574,26897,27704,29032,29976,32917,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,57.00,64.00,43.00,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,47.30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,4.19,6.00,..,..,..,..,..,..,..,..,..,..,..,..,..,
"HONG  KONG, CHINA","HONG  KONG, CHINA","HONG  KONG, CHINA","HONG  KONG, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels  (high/medium tariffs) and hostels/ guest houses.
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,86,88,86,508,487,505,506,495,510,541,585,612,651,695,758,794,1079,1179,1299,1449,1609,1727,1746,1798,1823,1773,1732,1/ Hotels  (high/medium tariffs) and hostels/ guest houses.
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,33052,33536,33425,37544,37581,41491,41842,43624,42936,44362,48891,52512,56649,60273,65386,66354,70925,76125,79599,83435,85558,87306,91206,93991,96791,98974,100514,1/ Hotels  (high/medium tariffs) and hostels/ guest houses.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Hotels  (high/medium tariffs) and hostels/ guest houses.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,1/,85.00,88.00,76.00,76.00,79.00,83.00,79.00,84.00,70.00,88.00,86.00,87.00,86.00,85.00,78.00,87.00,89.00,89.00,89.00,90.00,86.00,87.00,89.00,91.00,79.00,46.00,63.00,1/ Hotels  (high/medium tariffs) and hostels/ guest houses.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Hotels  (high/medium tariffs) and hostels/ guest houses.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Hotels  (high/medium tariffs) and hostels/ guest houses.
HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ July-June.
,,Number of establishments,Number of establishments,Number of establishments,Units,,1501,1687,1739,1817,1851,1928,1994,2167,2261,1952,2061,2032,1999,2001,2042,2036,2155,2094,2064,2123,2185,2202,2184,2357,2324,2029,1968,1/ July-June.
,,Number of rooms,Number of rooms,Number of rooms,Units,,47751,50691,52670,54653,57674,57870,59897,62415,64091,64263,66066,66873,65638,65815,67310,69151,70670,70252,71041,71486,72319,73785,73736,74956,75013,63703,64789,1/ July-June.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,119109,127650,133362,136413,144600,143573,148225,154643,158634,157970,162235,158762,154088,154521,157464,161430,170439,170592,173156,173914,177182,181407,181240,183557,184090,158655,160974,1/ July-June.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,1/,45.40,47.20,47.70,47.50,45.50,46.70,41.50,40.00,38.60,41.00,42.10,42.40,45.00,43.80,39.10,40.20,41.70,39.40,42.00,47.80,49.80,52.00,55.00,56.30,56.80,31.30,38.10,1/ July-June.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,34.60,32.10,33.70,33.10,29.80,31.00,30.80,24.70,26.60,35.00,36.30,38.30,40.60,41.50,41.90,23.40,27.60,1/ July-June.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,3.18,2.82,2.87,2.86,2.87,2.86,2.85,2.81,2.79,2.71,2.66,2.63,2.58,2.50,2.50,2.62,2.47,2.60,2.59,2.53,2.39,2.39,2.41,2.37,2.34,2.43,2.46,1/ July-June.
ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,211,216,231,253,255,244,248,273,281,300,319,308,298,301,296,326,343,329,357,373,397,397,404,420,444,418,408,
,,Number of rooms,Number of rooms,Number of rooms,Units,,4887,5062,5359,5957,6163,6045,6174,6807,7330,7502,8005,8025,8498,9074,8993,9437,9996,10405,11248,12137,13506,14026,14530,15276,15916,15152,15232,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,8810,10209,10713,12030,12507,12471,12632,14009,14948,15517,16639,16849,17876,19255,18937,19920,20956,21884,23512,25210,28037,30814,30741,32321,34177,32467,33320,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,44.77,45.90,44.50,45.25,46.00,45.97,45.20,44.30,42.30,43.30,45.00,47.00,46.70,47.40,46.10,43.50,45.90,45.40,50.10,51.90,57.60,65.20,66.00,62.20,59.75,24.24,36.49,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,38.00,37.40,37.00,36.80,36.80,37.00,40.80,43.50,48.80,54.90,55.60,54.66,50.93,20.14,30.25,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,1.66,1.86,1.85,1.86,1.85,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.74,1.78,1.77,1.74,1.71,1.72,1.68,1.64,1.62,1.70,1.65,
INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Until 2016: in  classified hotels. From 2017: estimations employing suitable statistical  methodology.
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,1570,1722,1892,1190,1208,1425,1593,1829,2716,..,1376,1257,1233,1394,1903,94291,102917,102917,..,..,1/ Until 2016: in  classified hotels. From 2017: estimations employing suitable statistical  methodology.
,,Number of rooms,Number of rooms,Number of rooms,Units,,57386,61974,64573,66522,72114,77193,82181,85481,91720,97770,67613,75502,83781,95087,92784,128771,..,76567,75353,79567,81011,104289,1457004,2542240,2542240,..,..,1/ Until 2016: in  classified hotels. From 2017: estimations employing suitable statistical  methodology.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,114772,123948,129146,133044,144228,154386,164362,170962,183440,195540,135226,151672,167562,190174,185568,257542,..,153134,150706,159134,162022,208578,2914008,5084480,5084480,..,..,1/ Until 2016: in  classified hotels. From 2017: estimations employing suitable statistical  methodology.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,73.70,71.10,62.90,59.40,50.40,50.70,50.40,55.40,60.70,65.10,67.70,60.40,59.60,55.30,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2016: in  classified hotels. From 2017: estimations employing suitable statistical  methodology.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2016: in  classified hotels. From 2017: estimations employing suitable statistical  methodology.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Until 2016: in  classified hotels. From 2017: estimations employing suitable statistical  methodology.
INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ All forms of  commercial accommodation.  2/ Classified hotels only.
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,8439,9182,9611,9853,9873,10125,10375,10393,10435,10861,11350,11461,13584,13751,13932,14587,15283,15998,16685,17484,18353,18829,26104,28230,29243,30823,27607,1/ All forms of  commercial accommodation.  2/ Classified hotels only.
