0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
ISRAEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Bed-occupancy in  hotels and similar establishments open.  2/ Inbound tourism in tourist hotels.
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,334,331,331,335,336,332,338,342,357,366,374,388,407,419,429,426,437,1/ Bed-occupancy in  hotels and similar establishments open.  2/ Inbound tourism in tourist hotels.
,,Number of rooms,Number of rooms,Number of rooms,Units,,35792,37030,38270,40268,43111,45594,46143,46935,46324,49873,50314,50318,50582,50910,51551,46993,47443,47796,48454,49654,50358,51428,52867,54400,55402,55693,55953,1/ Bed-occupancy in  hotels and similar establishments open.  2/ Inbound tourism in tourist hotels.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,75100,81173,85598,89946,115655,106782,111248,114737,125282,126520,126831,127305,128356,128350,126837,112837,113411,114162,115909,120440,123793,126798,131274,136022,139330,138460,144223,1/ Bed-occupancy in  hotels and similar establishments open.  2/ Inbound tourism in tourist hotels.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.40,65.80,65.70,65.70,62.60,61.40,62.40,66.60,68.00,69.50,24.80,39.20,1/ Bed-occupancy in  hotels and similar establishments open.  2/ Inbound tourism in tourist hotels.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,1/,60.30,58.20,54.30,58.80,61.80,60.00,40.30,38.80,39.70,42.20,47.70,47.40,49.30,52.40,49.60,56.50,56.10,56.40,56.60,53.50,51.70,52.00,54.70,55.00,55.40,21.20,33.90,1/ Bed-occupancy in  hotels and similar establishments open.  2/ Inbound tourism in tourist hotels.
,,Average length of stay,Average length of stay,Average length of stay,Nights,2/,3.20,3.20,3.30,3.40,2.65,3.06,3.60,3.79,2.53,2.59,3.50,3.22,2.69,2.68,2.69,2.72,2.72,2.72,2.60,2.54,2.51,2.50,2.40,2.40,2.36,2.34,2.18,1/ Bed-occupancy in  hotels and similar establishments open.  2/ Inbound tourism in tourist hotels.
ITALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,33518,33527,33768,34058,34155,33967,33999,33918,33728,33316,33290,33199,33166,32988,32896,32730,32202,32109,
,,Number of rooms,Number of rooms,Number of rooms,Units,,944101,947429,948656,949805,955757,966138,975601,986326,999722,1011773,1020478,1034710,1058910,1079465,1088088,1095332,1096540,1093286,1089770,1090300,1091569,1091061,1086910,1091180,1092758,1075484,1073592,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,1738031,1764651,1772096,1782382,1807275,1854101,1891281,1929544,1969495,1999729,2028452,2087010,2142786,2201838,2227832,2253342,2253003,2250704,2233823,2241239,2250718,2248225,2239446,2260190,2260490,2229264,2232676,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.80,39.70,41.90,44.90,45.10,49.60,53.50,54.60,32.92,42.53,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,40.00,..,..,40.40,41.70,42.70,43.20,39.60,39.63,39.80,40.10,40.80,41.80,40.20,38.80,38.20,40.20,40.90,37.60,40.60,42.50,43.70,46.10,48.25,49.00,29.66,37.92,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,4.29,..,..,..,..,4.23,4.28,4.21,3.40,3.31,3.33,3.27,3.26,3.26,3.23,3.16,3.13,3.09,3.08,3.03,2.95,2.97,2.93,2.89,2.87,3.16,3.68,
JAMAICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excludes dwellings  rented from private individuals or professional agencies; Resort  Villas.  2/ Hotel nights only.
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,891,963,985,951,966,965,940,951,980,959,1000,942,964,953,912,884,886,887,919,921,974,1089,1140,1084,1090,352,360,1/ Excludes dwellings  rented from private individuals or professional agencies; Resort  Villas.  2/ Hotel nights only.
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,17649,18686,19359,18947,19307,19908,20220,20425,20827,21322,22528,24890,25814,23804,24452,24667,24430,24735,24067,24140,25464,27328,28689,29635,29634,23106,27372,1/ Excludes dwellings  rented from private individuals or professional agencies; Resort  Villas.  2/ Hotel nights only.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,1/,36955,39060,40437,39448,40080,41458,42709,43132,43909,44355,46905,51441,53014,48718,50659,50690,50743,51332,49705,49783,52288,55650,57973,60073,60099,46595,55634,1/ Excludes dwellings  rented from private individuals or professional agencies; Resort  Villas.  2/ Hotel nights only.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,60.80,57.70,55.70,58.70,57.00,58.50,56.30,55.50,57.90,61.40,61.90,62.80,63.20,60.40,59.00,60.50,60.50,62.30,67.90,68.10,69.00,64.10,64.90,66.90,64.20,35.90,44.40,1/ Excludes dwellings  rented from private individuals or professional agencies; Resort  Villas.  2/ Hotel nights only.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,58.90,60.30,60.30,58.50,57.80,58.50,59.50,61.70,66.10,68.30,68.50,63.30,64.30,65.10,66.60,35.60,43.90,1/ Excludes dwellings  rented from private individuals or professional agencies; Resort  Villas.  2/ Hotel nights only.
,,Average length of stay,Average length of stay,Average length of stay,Nights,2/,7.10,7.10,7.10,7.00,6.90,6.60,6.60,6.40,6.40,6.50,6.90,6.90,7.00,7.00,7.00,6.90,6.90,6.80,6.85,6.88,6.87,6.87,6.60,6.20,6.11,6.27,6.23,1/ Excludes dwellings  rented from private individuals or professional agencies; Resort  Villas.  2/ Hotel nights only.
JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Government  registered and unregistered hotels and ""ryokans"" (inns).  2/ Estimate from occupancy rate."
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,78730,77805,76751,75835,74876,73051,71751,70101,68440,66814,64557,63287,61737,10002,10093,54628,52721,50917,51155,50125,49979,49230,50678,53720,57902,61259,61484,"1/ Government  registered and unregistered hotels and ""ryokans"" (inns).  2/ Estimate from occupancy rate."
,,Number of rooms,Number of rooms,Number of rooms,Units,,1540053,1558772,1564792,1569875,1580226,1572131,1572227,1564689,1562867,1551876,1548449,1565100,1578511,..,839968,1350872,1388479,1366566,1427107,1404954,1419996,1388076,1423874,1491825,1631643,1786058,1761513,"1/ Government  registered and unregistered hotels and ""ryokans"" (inns).  2/ Estimate from occupancy rate."
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,2/,..,..,..,..,..,..,..,..,..,..,..,..,..,1877189,1893326,3270638,3332677,3307957,3516309,3450175,3474963,3441401,3481685,3612688,3905889,4274333,4246894,"1/ Government  registered and unregistered hotels and ""ryokans"" (inns).  2/ Estimate from occupancy rate."
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,67.80,70.40,70.30,68.60,68.20,69.20,70.20,70.70,70.90,71.80,73.10,76.30,74.30,..,59.70,51.70,51.80,54.80,55.20,57.40,60.33,59.70,60.50,61.20,62.70,34.30,34.30,"1/ Government  registered and unregistered hotels and ""ryokans"" (inns).  2/ Estimate from occupancy rate."
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,45.20,43.60,34.60,34.30,36.40,36.30,37.60,39.74,39.10,40.10,40.80,41.80,21.20,20.50,"1/ Government  registered and unregistered hotels and ""ryokans"" (inns).  2/ Estimate from occupancy rate."
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,1.27,1.26,1.29,1.34,1.32,1.33,1.33,1.33,1.32,1.32,1.33,1.34,1.33,1.33,"1/ Government  registered and unregistered hotels and ""ryokans"" (inns).  2/ Estimate from occupancy rate."
JORDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,294,324,326,380,422,451,470,457,455,458,460,467,469,468,469,472,474,478,506,517,539,554,563,565,577,584,593,
,,Number of rooms,Number of rooms,Number of rooms,Units,,10436,11493,12109,13704,16181,17485,19167,19256,19495,19768,20465,21180,21353,21890,22416,23289,23578,23881,25785,26221,26812,27308,32550,33802,34169,29109,28156,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,20613,22735,23777,27050,31765,34283,37175,36981,37431,38236,39674,41007,41359,42542,42842,44619,45059,45533,49157,50031,51092,51975,52535,54050,54574,52593,53575,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,52.56,46.80,43.63,37.92,34.88,39.47,30.50,32.00,34.20,45.20,48.00,40.70,45.20,53.50,45.80,48.00,41.00,50.30,44.00,43.90,38.40,42.20,39.40,44.20,40.75,28.10,34.80,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,39.40,33.70,37.30,42.80,36.10,40.90,34.50,44.70,36.00,38.00,31.30,42.70,34.80,45.20,44.76,27.10,35.70,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,2.60,2.50,2.40,2.30,2.34,2.20,2.07,2.00,2.00,2.40,2.00,2.00,..,..,..,..,..,..,..,
KAZAKHSTAN,KAZAKHSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ NACE 55.1.
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,195,239,273,385,465,469,1149,1235,1494,1494,1526,1678,2056,2338,2754,2987,3322,3592,3514,3686,1/ NACE 55.1.
,,Number of rooms,Number of rooms,Number of rooms,Units,,..,2298,2298,1724,2996,9124,8821,9838,11104,12196,15515,18838,19552,29504,30858,34353,37368,37786,41197,49128,53126,60427,65791,71858,75913,77131,79820,1/ NACE 55.1.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,5088,5088,3896,6092,16389,16296,19179,22172,24257,33399,43045,43801,64377,67857,76053,81015,83103,92053,109094,118355,138062,152601,168603,181201,183619,193030,1/ NACE 55.1.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.00,20.10,25.50,1/ NACE 55.1.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,1/,..,..,..,..,..,..,..,..,..,25.30,24.90,24.30,28.70,23.50,20.10,20.30,24.00,32.90,27.40,23.10,22.80,22.70,25.00,23.20,23.70,17.30,22.00,1/ NACE 55.1.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ NACE 55.1.
KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Days.
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Days.
,,Number of rooms,Number of rooms,Number of rooms,Units,,18000,..,..,..,..,..,11209,10638,15320,19660,20037,22140,24354,22323,28315,27918,..,..,..,..,..,..,..,..,..,..,..,1/ Days.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,34211,31108,26072,21850,..,..,22418,21276,30640,39320,40074,44280,48708,38995,46918,47019,..,..,..,..,..,..,..,..,..,..,..,1/ Days.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,32.20,39.30,43.00,45.40,42.30,42.00,38.10,37.20,34.40,31.50,32.50,33.90,..,..,1/ Days.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,43.70,44.60,51.60,35.30,33.90,39.30,40.30,42.00,33.60,72.30,85.00,87.00,92.00,26.00,36.50,38.80,40.30,36.40,36.10,31.60,29.10,30.30,31.20,32.50,30.80,..,..,1/ Days.
,,Average length of stay,Average length of stay,Average length of stay,Nights,1/,12.50,14.20,11.80,9.60,9.40,8.70,8.40,8.50,8.40,14.00,14.00,11.00,12.10,10.40,11.70,13.40,13.42,13.22,13.23,12.93,13.20,13.20,13.00,..,..,..,..,1/ Days.
KIRIBATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,31,30,31,31,22,31,
,,Number of rooms,Number of rooms,Number of rooms,Units,,..,..,..,158,158,158,158,162,162,..,..,..,..,..,..,..,..,..,..,..,306,362,340,322,391,221,285,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,309,309,309,309,..,..,..,..,..,..,..,..,..,..,..,..,..,612,571,674,627,683,332,458,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,19.00,21.00,21.00,18.00,7.00,7.00,7.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
"KOREA,  DEMOCRATIC PEOPLE´S REPUBLIC OF","KOREA,  DEMOCRATIC PEOPLE´S REPUBLIC OF","KOREA,  DEMOCRATIC PEOPLE´S REPUBLIC OF","KOREA,  DEMOCRATIC PEOPLE´S REPUBLIC OF","KOREA,  DEMOCRATIC PEOPLE´S REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
"KOREA,  REPUBLIC OF","KOREA,  REPUBLIC OF","KOREA,  REPUBLIC OF","KOREA,  REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels only.
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,511,534,557,554,580,628,655,674,688,920,966,1088,1293,1488,1738,1844,2111,2233,2301,2372,1/ Hotels only.
,,Number of rooms,Number of rooms,Number of rooms,Units,,58709,45108,46585,46998,47536,51189,53478,54086,56196,59135,58950,60596,65343,69640,73175,74840,70763,121180,130619,146511,160422,173813,189557,200509,206079,211331,217488,1/ Hotels only.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,117418,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Hotels only.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,1/,67.38,65.80,62.70,58.10,61.80,65.10,61.60,60.10,51.80,55.10,57.10,52.00,57.03,57.60,60.06,63.94,65.15,64.65,62.85,63.52,59.75,64.15,60.71,62.44,..,..,..,1/ Hotels only.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Hotels only.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Hotels only.
KUWAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,21,21,20,21,20,16,21,36,38,47,59,66,66,84,86,89,88,92,93,86,84,90,90,85,84,85,85,
,,Number of rooms,Number of rooms,Number of rooms,Units,,2968,2968,2823,2714,2882,2498,2646,3407,3980,4281,5919,6572,6572,7405,7636,8364,8311,8814,8573,8338,6554,7834,7868,7503,7503,7625,7535,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,3473,3473,3331,3287,3222,2857,2987,3870,5063,5064,9847,11387,11387,13086,13612,14660,14576,15001,15365,14293,12810,13666,14075,14218,14119,14236,14285,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,3.30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
KYRGYZSTAN,KYRGYZSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,75,71,69,88,78,95,91,83,79,120,120,123,119,152,154,157,149,147,146,171,199,192,196,194,207,167,185,
,,Number of rooms,Number of rooms,Number of rooms,Units,,2648,..,..,2339,2274,2367,2172,1974,1925,2248,2244,2357,2352,2481,2787,2943,2875,2824,2851,3084,3951,4062,4229,4588,4322,3731,3564,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,4772,4702,4150,4125,3777,4192,3505,3498,3409,4022,4472,4733,4783,4532,4990,5050,4911,4544,4615,4900,7200,7600,7700,7600,8922,6232,7000,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,25.40,..,..,..,..,..,..,..,..,..,..,..,15.20,16.00,15.00,11.00,14.00,19.00,21.00,15.60,14.20,15.60,14.20,17.60,16.40,3.50,15.50,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
LAO  PEOPLE´S DEMOCRATIC REPUBLIC,LAO  PEOPLE´S DEMOCRATIC REPUBLIC,LAO  PEOPLE´S DEMOCRATIC REPUBLIC,LAO  PEOPLE´S DEMOCRATIC REPUBLIC,LAO  PEOPLE´S DEMOCRATIC REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,234,307,335,468,571,560,887,957,1088,1193,1331,1385,1701,1870,1926,2030,2359,2426,2449,2527,2734,3102,2920,3237,3261,
,,Number of rooms,Number of rooms,Number of rooms,Units,,3345,3701,4108,5019,5544,7333,8797,8625,12289,13666,15828,17633,19142,22173,26558,30284,32960,35857,39782,44714,48386,46513,50600,56825,55541,56347,60804,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,7116,8659,9591,12857,14257,14222,18877,20480,22142,26846,27544,31519,37492,42014,43274,47412,52301,55754,57642,60568,66246,74526,73339,76469,77398,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,62.00,47.00,..,..,51.00,..,45.00,44.00,50.00,51.00,54.00,57.00,54.00,54.00,56.00,57.00,55.00,54.00,57.00,51.00,54.00,53.00,54.00,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
LATVIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Since 2015 Hotels  and similar establishments according to NACE REV.2 classification: Section I,  Division 55, Class 55.1 - Hotels and similar accommodation (services include  daily housekeeping)."
,,Number of establishments,Number of establishments,Number of establishments,Units,,135,151,152,148,150,166,199,223,261,278,337,321,318,387,451,495,497,489,441,444,306,316,322,318,321,224,263,"1/ Since 2015 Hotels  and similar establishments according to NACE REV.2 classification: Section I,  Division 55, Class 55.1 - Hotels and similar accommodation (services include  daily housekeeping)."
,,Number of rooms,Number of rooms,Number of rooms,Units,,3751,6814,7262,7172,6508,6431,7034,7198,7618,8826,9219,9706,10017,11646,12421,13026,13176,13404,12637,13025,11970,12425,12417,12543,13020,9076,10567,"1/ Since 2015 Hotels  and similar establishments according to NACE REV.2 classification: Section I,  Division 55, Class 55.1 - Hotels and similar accommodation (services include  daily housekeeping)."
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,13376,12388,14609,13613,12453,11890,13139,13744,14983,17933,19229,19650,20685,23541,25392,27389,27067,27474,26004,26943,24109,25276,25345,25501,26511,18401,21645,"1/ Since 2015 Hotels  and similar establishments according to NACE REV.2 classification: Section I,  Division 55, Class 55.1 - Hotels and similar accommodation (services include  daily housekeeping)."
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.70,44.40,46.50,44.10,44.00,46.00,49.90,53.14,35.97,26.43,"1/ Since 2015 Hotels  and similar establishments according to NACE REV.2 classification: Section I,  Division 55, Class 55.1 - Hotels and similar accommodation (services include  daily housekeeping)."
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,24.50,25.80,29.60,32.00,32.00,31.10,31.70,31.49,36.38,35.60,36.54,33.20,22.30,24.60,..,34.60,38.80,40.90,37.70,38.40,40.70,44.60,47.89,33.32,24.09,"1/ Since 2015 Hotels  and similar establishments according to NACE REV.2 classification: Section I,  Division 55, Class 55.1 - Hotels and similar accommodation (services include  daily housekeeping)."
,,Average length of stay,Average length of stay,Average length of stay,Nights,,4.10,3.70,3.30,3.10,3.10,2.90,2.80,2.50,2.48,2.32,2.23,2.23,2.11,2.15,2.19,2.10,2.00,2.20,2.10,1.89,1.81,1.92,1.80,1.77,1.80,1.80,1.80,"1/ Since 2015 Hotels  and similar establishments according to NACE REV.2 classification: Section I,  Division 55, Class 55.1 - Hotels and similar accommodation (services include  daily housekeeping)."
LEBANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Data source,  hotels and institutions authorized by the Ministry of Tourism.  2/ For the year 2018, the survey was conducted with 256 establishments  (hotels and apartment-hotels)."
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,..,..,..,..,..,..,..,..,..,..,..,299,310,315,319,338,544,544,549,557,566,575,579,582,584,586,586,"1/ Data source,  hotels and institutions authorized by the Ministry of Tourism.  2/ For the year 2018, the survey was conducted with 256 establishments  (hotels and apartment-hotels)."
